,price,bedrooms,bathrooms,size
884,299000,2,2.0,1222
885,685000,1,1.0,868
887,510000,2,1.5,970
888,850000,5,3.0,3003
889,1350000,2,2.0,1211
890,1750000,5,3.5,2934
891,865000,3,2.0,1450
892,1100000,3,2.0,1184
893,2378999,4,2.5,2364
894,1200000,4,4.0,1930
895,2248000,4,2.5,1955
896,1138000,3,3.5,1712
897,1118000,3,1.0,1316
898,899999,3,1.0,1040
899,1498000,4,2.0,1236
900,839000,2,2.5,1473
901,1600000,4,2.5,1768
902,669000,3,1.0,1050
903,880000,3,2.5,1886
904,1500000,3,2.0,1108
905,1190000,3,2.0,1128
906,1299000,4,3.5,2126
907,589000,1,1.0,831
908,999000,6,3.0,3862
909,2300000,6,4.0,3096
910,595000,3,2.0,1176
911,490000,1,1.0,667
912,1999999,4,4.0,3231
913,615000,1,1.0,687
914,299000,2,2.0,1222
915,685000,1,1.0,868
917,510000,2,1.5,970
918,850000,5,3.0,3003
919,1350000,2,2.0,1211
920,1750000,5,3.5,2934
921,865000,3,2.0,1450
922,1100000,3,2.0,1184
923,2378999,4,2.5,2364
924,1200000,4,4.0,1930
925,2248000,4,2.5,1955
926,1138000,3,3.5,1712
927,1118000,3,1.0,1316
928,899999,3,1.0,1040
929,1498000,4,2.0,1236
930,839000,2,2.5,1473
931,1600000,4,2.5,1768
932,669000,3,1.0,1050
933,880000,3,2.5,1886
934,1500000,3,2.0,1108
935,1190000,3,2.0,1128
936,1299000,4,3.5,2126
937,589000,1,1.0,831
938,999000,6,3.0,3862
939,2300000,6,4.0,3096
940,595000,3,2.0,1176
941,490000,1,1.0,667
942,1999999,4,4.0,3231
943,615000,1,1.0,687
944,299000,2,2.0,1222
945,685000,1,1.0,868
947,510000,2,1.5,970
948,850000,5,3.0,3003
949,1350000,2,2.0,1211
950,1750000,5,3.5,2934
951,865000,3,2.0,1450
952,1100000,3,2.0,1184
953,2378999,4,2.5,2364
954,1200000,4,4.0,1930
955,2248000,4,2.5,1955
956,1138000,3,3.5,1712
957,1118000,3,1.0,1316
958,899999,3,1.0,1040
959,1498000,4,2.0,1236
960,839000,2,2.5,1473
961,1600000,4,2.5,1768
962,669000,3,1.0,1050
963,880000,3,2.5,1886
964,1500000,3,2.0,1108
965,1190000,3,2.0,1128
966,1299000,4,3.5,2126
967,589000,1,1.0,831
968,999000,6,3.0,3862
969,2300000,6,4.0,3096
970,595000,3,2.0,1176
971,490000,1,1.0,667
972,1999999,4,4.0,3231
973,615000,1,1.0,687
974,299000,2,2.0,1222
975,685000,1,1.0,868
977,510000,2,1.5,970
978,850000,5,3.0,3003
979,1350000,2,2.0,1211
980,1750000,5,3.5,2934
981,865000,3,2.0,1450
982,1100000,3,2.0,1184
983,2378999,4,2.5,2364
984,1200000,4,4.0,1930
985,2248000,4,2.5,1955
986,1138000,3,3.5,1712
987,1118000,3,1.0,1316
988,899999,3,1.0,1040
989,1498000,4,2.0,1236
990,839000,2,2.5,1473
991,1600000,4,2.5,1768
992,669000,3,1.0,1050
993,880000,3,2.5,1886
994,1500000,3,2.0,1108
995,1190000,3,2.0,1128
996,1299000,4,3.5,2126
997,589000,1,1.0,831
998,999000,6,3.0,3862
999,2300000,6,4.0,3096
1000,595000,3,2.0,1176
1001,490000,1,1.0,667
1002,1999999,4,4.0,3231
1003,615000,1,1.0,687
1004,299000,2,2.0,1222
1005,685000,1,1.0,868
1007,510000,2,1.5,970
1008,850000,5,3.0,3003
1009,1350000,2,2.0,1211
1010,1750000,5,3.5,2934
1011,865000,3,2.0,1450
1012,1100000,3,2.0,1184
1013,2378999,4,2.5,2364
1014,1200000,4,4.0,1930
1015,2248000,4,2.5,1955
1016,1138000,3,3.5,1712
1017,1118000,3,1.0,1316
1018,899999,3,1.0,1040
1019,1498000,4,2.0,1236
1020,839000,2,2.5,1473
1021,1600000,4,2.5,1768
1022,669000,3,1.0,1050
1023,880000,3,2.5,1886
1024,1500000,3,2.0,1108
1025,1190000,3,2.0,1128
1026,1299000,4,3.5,2126
1027,589000,1,1.0,831
1028,999000,6,3.0,3862
1029,2300000,6,4.0,3096
1030,595000,3,2.0,1176
1031,490000,1,1.0,667
1032,1999999,4,4.0,3231
1033,615000,1,1.0,687
1034,299000,2,2.0,1222
1035,685000,1,1.0,868
1037,510000,2,1.5,970
1038,850000,5,3.0,3003
1039,1350000,2,2.0,1211
1040,1750000,5,3.5,2934
1041,865000,3,2.0,1450
1042,1100000,3,2.0,1184
1043,2378999,4,2.5,2364
1044,1200000,4,4.0,1930
1045,2248000,4,2.5,1955
1046,1138000,3,3.5,1712
1047,1118000,3,1.0,1316
1048,899999,3,1.0,1040
1049,1498000,4,2.0,1236
1050,839000,2,2.5,1473
1051,1600000,4,2.5,1768
1052,669000,3,1.0,1050
1053,880000,3,2.5,1886
1054,1500000,3,2.0,1108
1055,1190000,3,2.0,1128
1056,1299000,4,3.5,2126
1057,589000,1,1.0,831
1058,999000,6,3.0,3862
1059,2300000,6,4.0,3096
1060,595000,3,2.0,1176
1061,490000,1,1.0,667
1062,1999999,4,4.0,3231
1063,615000,1,1.0,687
1064,299000,2,2.0,1222
1065,685000,1,1.0,868
1067,510000,2,1.5,970
1068,850000,5,3.0,3003
1069,1350000,2,2.0,1211
1070,1750000,5,3.5,2934
1071,865000,3,2.0,1450
1072,1100000,3,2.0,1184
1073,2378999,4,2.5,2364
1074,1200000,4,4.0,1930
1075,2248000,4,2.5,1955
1076,1138000,3,3.5,1712
1077,1118000,3,1.0,1316
1078,899999,3,1.0,1040
1079,1498000,4,2.0,1236
1080,839000,2,2.5,1473
1081,1600000,4,2.5,1768
1082,669000,3,1.0,1050
1083,880000,3,2.5,1886
1084,1500000,3,2.0,1108
1085,1190000,3,2.0,1128
1086,1299000,4,3.5,2126
1087,589000,1,1.0,831
1088,999000,6,3.0,3862
1089,2300000,6,4.0,3096
1090,595000,3,2.0,1176
1091,490000,1,1.0,667
1092,1999999,4,4.0,3231
1093,615000,1,1.0,687
1094,299000,2,2.0,1222
1095,685000,1,1.0,868
1097,510000,2,1.5,970
1098,850000,5,3.0,3003
1099,1350000,2,2.0,1211
1100,1750000,5,3.5,2934
1101,865000,3,2.0,1450
1102,1100000,3,2.0,1184
1103,2378999,4,2.5,2364
1104,1200000,4,4.0,1930
1105,2248000,4,2.5,1955
1106,1138000,3,3.5,1712
1107,1118000,3,1.0,1316
1108,899999,3,1.0,1040
1109,1498000,4,2.0,1236
1110,839000,2,2.5,1473
1111,1600000,4,2.5,1768
1112,669000,3,1.0,1050
1113,880000,3,2.5,1886
1114,1500000,3,2.0,1108
1115,1190000,3,2.0,1128
1116,1299000,4,3.5,2126
1117,589000,1,1.0,831
1118,999000,6,3.0,3862
1119,2300000,6,4.0,3096
1120,595000,3,2.0,1176
1121,490000,1,1.0,667
1122,1999999,4,4.0,3231
1123,615000,1,1.0,687
1124,299000,2,2.0,1222
1125,685000,1,1.0,868
1127,510000,2,1.5,970
1128,850000,5,3.0,3003
1129,1350000,2,2.0,1211
1130,1750000,5,3.5,2934
1131,865000,3,2.0,1450
1132,1100000,3,2.0,1184
1133,2378999,4,2.5,2364
1134,1200000,4,4.0,1930
1135,2248000,4,2.5,1955
1136,1138000,3,3.5,1712
1137,1118000,3,1.0,1316
1138,899999,3,1.0,1040
1139,1498000,4,2.0,1236
1140,839000,2,2.5,1473
1141,1600000,4,2.5,1768
1142,669000,3,1.0,1050
1143,880000,3,2.5,1886
1144,1500000,3,2.0,1108
1145,1190000,3,2.0,1128
1146,1299000,4,3.5,2126
1147,589000,1,1.0,831
1148,999000,6,3.0,3862
1149,2300000,6,4.0,3096
1150,595000,3,2.0,1176
1151,490000,1,1.0,667
1152,1999999,4,4.0,3231
1153,615000,1,1.0,687
1154,299000,2,2.0,1222
1155,685000,1,1.0,868
1157,510000,2,1.5,970
1158,850000,5,3.0,3003
1159,1350000,2,2.0,1211
1160,1750000,5,3.5,2934
1161,865000,3,2.0,1450
1162,1100000,3,2.0,1184
1163,2378999,4,2.5,2364
1164,1200000,4,4.0,1930
1165,2248000,4,2.5,1955
1166,1138000,3,3.5,1712
1167,1118000,3,1.0,1316
1168,899999,3,1.0,1040
1169,1498000,4,2.0,1236
1170,839000,2,2.5,1473
1171,1600000,4,2.5,1768
1172,669000,3,1.0,1050
1173,880000,3,2.5,1886
1174,1500000,3,2.0,1108
1175,1190000,3,2.0,1128
1176,1299000,4,3.5,2126
1177,589000,1,1.0,831
1178,999000,6,3.0,3862
1179,2300000,6,4.0,3096
1180,595000,3,2.0,1176
1181,490000,1,1.0,667
1182,1999999,4,4.0,3231
1183,615000,1,1.0,687
1184,299000,2,2.0,1222
1185,685000,1,1.0,868
1187,510000,2,1.5,970
1188,850000,5,3.0,3003
1189,1350000,2,2.0,1211
1190,1750000,5,3.5,2934
1191,865000,3,2.0,1450
1192,1100000,3,2.0,1184
1193,2378999,4,2.5,2364
1194,1200000,4,4.0,1930
1195,2248000,4,2.5,1955
1196,1138000,3,3.5,1712
1197,1118000,3,1.0,1316
1198,899999,3,1.0,1040
1199,1498000,4,2.0,1236
1200,839000,2,2.5,1473
1201,1600000,4,2.5,1768
1202,669000,3,1.0,1050
1203,880000,3,2.5,1886
1204,1500000,3,2.0,1108
1205,1190000,3,2.0,1128
1206,1299000,4,3.5,2126
1207,589000,1,1.0,831
1208,999000,6,3.0,3862
1209,2300000,6,4.0,3096
1210,595000,3,2.0,1176
1211,490000,1,1.0,667
1212,1999999,4,4.0,3231
1213,615000,1,1.0,687
1214,299000,2,2.0,1222
1215,685000,1,1.0,868
1217,510000,2,1.5,970
1218,850000,5,3.0,3003
1219,1350000,2,2.0,1211
1220,1750000,5,3.5,2934
1221,865000,3,2.0,1450
1222,1100000,3,2.0,1184
1223,2378999,4,2.5,2364
1224,1200000,4,4.0,1930
1225,2248000,4,2.5,1955
1226,1138000,3,3.5,1712
1227,1118000,3,1.0,1316
1228,899999,3,1.0,1040
1229,1498000,4,2.0,1236
1230,839000,2,2.5,1473
1231,1600000,4,2.5,1768
1232,669000,3,1.0,1050
1233,880000,3,2.5,1886
1234,1500000,3,2.0,1108
1235,1190000,3,2.0,1128
1236,1299000,4,3.5,2126
1237,589000,1,1.0,831
1238,999000,6,3.0,3862
1239,2300000,6,4.0,3096
1240,595000,3,2.0,1176
1241,490000,1,1.0,667
1242,1999999,4,4.0,3231
1243,615000,1,1.0,687
1244,299000,2,2.0,1222
1245,685000,1,1.0,868
1247,510000,2,1.5,970
1248,850000,5,3.0,3003
1249,1350000,2,2.0,1211
1250,1750000,5,3.5,2934
1251,865000,3,2.0,1450
1252,1100000,3,2.0,1184
1253,2378999,4,2.5,2364
1254,1200000,4,4.0,1930
1255,2248000,4,2.5,1955
1256,1138000,3,3.5,1712
1257,1118000,3,1.0,1316
1258,899999,3,1.0,1040
1259,1498000,4,2.0,1236
1260,839000,2,2.5,1473
1261,1600000,4,2.5,1768
1262,669000,3,1.0,1050
1263,880000,3,2.5,1886
1264,1500000,3,2.0,1108
1265,1190000,3,2.0,1128
1266,1299000,4,3.5,2126
1267,589000,1,1.0,831
1268,999000,6,3.0,3862
1269,2300000,6,4.0,3096
1270,595000,3,2.0,1176
1271,490000,1,1.0,667
1272,1999999,4,4.0,3231
1273,615000,1,1.0,687
1274,299000,2,2.0,1222
1275,685000,1,1.0,868
1277,510000,2,1.5,970
1278,850000,5,3.0,3003
1279,1350000,2,2.0,1211
1280,1750000,5,3.5,2934
1281,865000,3,2.0,1450
1282,1100000,3,2.0,1184
1283,2378999,4,2.5,2364
1284,1200000,4,4.0,1930
1285,2248000,4,2.5,1955
1286,1138000,3,3.5,1712
1287,1118000,3,1.0,1316
1288,899999,3,1.0,1040
1289,1498000,4,2.0,1236
1290,839000,2,2.5,1473
1291,1600000,4,2.5,1768
1292,669000,3,1.0,1050
1293,880000,3,2.5,1886
1294,1500000,3,2.0,1108
1295,1190000,3,2.0,1128
1296,1299000,4,3.5,2126
1297,589000,1,1.0,831
1298,999000,6,3.0,3862
1299,2300000,6,4.0,3096
1300,595000,3,2.0,1176
1301,490000,1,1.0,667
1302,1999999,4,4.0,3231
1303,615000,1,1.0,687
1304,299000,2,2.0,1222
1305,685000,1,1.0,868
1307,510000,2,1.5,970
1308,850000,5,3.0,3003
1309,1350000,2,2.0,1211
1310,1750000,5,3.5,2934
1311,865000,3,2.0,1450
1312,1100000,3,2.0,1184
1313,2378999,4,2.5,2364
1314,1200000,4,4.0,1930
1315,2248000,4,2.5,1955
1316,1138000,3,3.5,1712
1317,1118000,3,1.0,1316
1318,899999,3,1.0,1040
1319,1498000,4,2.0,1236
1320,839000,2,2.5,1473
1321,1600000,4,2.5,1768
1322,669000,3,1.0,1050
1323,880000,3,2.5,1886
1324,1500000,3,2.0,1108
1325,1190000,3,2.0,1128
1326,1299000,4,3.5,2126
1327,589000,1,1.0,831
1328,999000,6,3.0,3862
1329,2300000,6,4.0,3096
1330,595000,3,2.0,1176
1331,490000,1,1.0,667
1332,1999999,4,4.0,3231
1333,615000,1,1.0,687
1334,299000,2,2.0,1222
1335,685000,1,1.0,868
1337,510000,2,1.5,970
1338,850000,5,3.0,3003
1339,1350000,2,2.0,1211
1340,1750000,5,3.5,2934
1341,865000,3,2.0,1450
1342,1100000,3,2.0,1184
1343,2378999,4,2.5,2364
1344,1200000,4,4.0,1930
1345,2248000,4,2.5,1955
1346,1138000,3,3.5,1712
1347,1118000,3,1.0,1316
1348,899999,3,1.0,1040
1349,1498000,4,2.0,1236
1350,839000,2,2.5,1473
1351,1600000,4,2.5,1768
1352,669000,3,1.0,1050
1353,880000,3,2.5,1886
1354,1500000,3,2.0,1108
1355,1190000,3,2.0,1128
1356,1299000,4,3.5,2126
1357,589000,1,1.0,831
1358,999000,6,3.0,3862
1359,2300000,6,4.0,3096
1360,595000,3,2.0,1176
1361,490000,1,1.0,667
1362,1999999,4,4.0,3231
1363,615000,1,1.0,687
1364,299000,2,2.0,1222
1365,685000,1,1.0,868
1367,510000,2,1.5,970
1368,850000,5,3.0,3003
1369,1350000,2,2.0,1211
1370,1750000,5,3.5,2934
1371,865000,3,2.0,1450
1372,1100000,3,2.0,1184
1373,2378999,4,2.5,2364
1374,1200000,4,4.0,1930
1375,2248000,4,2.5,1955
1376,1138000,3,3.5,1712
1377,1118000,3,1.0,1316
1378,899999,3,1.0,1040
1379,1498000,4,2.0,1236
1380,839000,2,2.5,1473
1381,1600000,4,2.5,1768
1382,669000,3,1.0,1050
1383,880000,3,2.5,1886
1384,1500000,3,2.0,1108
1385,1190000,3,2.0,1128
1386,1299000,4,3.5,2126
1387,589000,1,1.0,831
1388,999000,6,3.0,3862
1389,2300000,6,4.0,3096
1390,595000,3,2.0,1176
1391,490000,1,1.0,667
1392,1999999,4,4.0,3231
1393,615000,1,1.0,687
1394,299000,2,2.0,1222
1395,685000,1,1.0,868
1397,510000,2,1.5,970
1398,850000,5,3.0,3003
1399,1350000,2,2.0,1211
1400,1750000,5,3.5,2934
1401,865000,3,2.0,1450
1402,1100000,3,2.0,1184
1403,2378999,4,2.5,2364
1404,1200000,4,4.0,1930
1405,2248000,4,2.5,1955
1406,1138000,3,3.5,1712
1407,1118000,3,1.0,1316
1408,899999,3,1.0,1040
1409,1498000,4,2.0,1236
1410,839000,2,2.5,1473
1411,1600000,4,2.5,1768
1412,669000,3,1.0,1050
1413,880000,3,2.5,1886
1414,1500000,3,2.0,1108
1415,1190000,3,2.0,1128
1416,1299000,4,3.5,2126
1417,589000,1,1.0,831
1418,999000,6,3.0,3862
1419,2300000,6,4.0,3096
1420,595000,3,2.0,1176
1421,490000,1,1.0,667
1422,1999999,4,4.0,3231
1423,615000,1,1.0,687
1424,299000,2,2.0,1222
1425,685000,1,1.0,868
1427,510000,2,1.5,970
1428,850000,5,3.0,3003
1429,1350000,2,2.0,1211
1430,1750000,5,3.5,2934
1431,865000,3,2.0,1450
1432,1100000,3,2.0,1184
1433,2378999,4,2.5,2364
1434,1200000,4,4.0,1930
1435,2248000,4,2.5,1955
1436,1138000,3,3.5,1712
1437,1118000,3,1.0,1316
1438,899999,3,1.0,1040
1439,1498000,4,2.0,1236
1440,839000,2,2.5,1473
1441,1600000,4,2.5,1768
1442,669000,3,1.0,1050
1443,880000,3,2.5,1886
1444,1500000,3,2.0,1108
1445,1190000,3,2.0,1128
1446,1299000,4,3.5,2126
1447,589000,1,1.0,831
1448,999000,6,3.0,3862
1449,2300000,6,4.0,3096
1450,595000,3,2.0,1176
1451,490000,1,1.0,667
1452,1999999,4,4.0,3231
1453,615000,1,1.0,687
1454,299000,2,2.0,1222
1455,685000,1,1.0,868
1457,510000,2,1.5,970
1458,850000,5,3.0,3003
1459,1350000,2,2.0,1211
1460,1750000,5,3.5,2934
1461,865000,3,2.0,1450
1462,1100000,3,2.0,1184
1463,2378999,4,2.5,2364
1464,1200000,4,4.0,1930
1465,2248000,4,2.5,1955
1466,1138000,3,3.5,1712
1467,1118000,3,1.0,1316
1468,899999,3,1.0,1040
1469,1498000,4,2.0,1236
1470,839000,2,2.5,1473
1471,1600000,4,2.5,1768
1472,669000,3,1.0,1050
1473,880000,3,2.5,1886
1474,1500000,3,2.0,1108
1475,1190000,3,2.0,1128
1476,1299000,4,3.5,2126
1477,589000,1,1.0,831
1478,999000,6,3.0,3862
1479,2300000,6,4.0,3096
1480,595000,3,2.0,1176
1481,490000,1,1.0,667
1482,1999999,4,4.0,3231
1483,615000,1,1.0,687
1484,299000,2,2.0,1222
1485,685000,1,1.0,868
1487,510000,2,1.5,970
1488,850000,5,3.0,3003
1489,1350000,2,2.0,1211
1490,1750000,5,3.5,2934
1491,865000,3,2.0,1450
1492,1100000,3,2.0,1184
1493,2378999,4,2.5,2364
1494,1200000,4,4.0,1930
1495,2248000,4,2.5,1955
1496,1138000,3,3.5,1712
1497,1118000,3,1.0,1316
1498,899999,3,1.0,1040
1499,1498000,4,2.0,1236
1500,839000,2,2.5,1473
1501,1600000,4,2.5,1768
1502,669000,3,1.0,1050
1503,880000,3,2.5,1886
1504,1500000,3,2.0,1108
1505,1190000,3,2.0,1128
1506,1299000,4,3.5,2126
1507,589000,1,1.0,831
1508,999000,6,3.0,3862
1509,2300000,6,4.0,3096
1510,595000,3,2.0,1176
1511,490000,1,1.0,667
1512,1999999,4,4.0,3231
1513,615000,1,1.0,687
1514,299000,2,2.0,1222
1515,685000,1,1.0,868
1517,510000,2,1.5,970
1518,850000,5,3.0,3003
1519,1350000,2,2.0,1211
1520,1750000,5,3.5,2934
1521,865000,3,2.0,1450
1522,1100000,3,2.0,1184
1523,2378999,4,2.5,2364
1524,1200000,4,4.0,1930
1525,2248000,4,2.5,1955
1526,1138000,3,3.5,1712
1527,1118000,3,1.0,1316
1528,899999,3,1.0,1040
1529,1498000,4,2.0,1236
1530,839000,2,2.5,1473
1531,1600000,4,2.5,1768
1532,669000,3,1.0,1050
1533,880000,3,2.5,1886
1534,1500000,3,2.0,1108
1535,1190000,3,2.0,1128
1536,1299000,4,3.5,2126
1537,589000,1,1.0,831
1538,999000,6,3.0,3862
1539,2300000,6,4.0,3096
1540,595000,3,2.0,1176
1541,490000,1,1.0,667
1542,1999999,4,4.0,3231
1543,615000,1,1.0,687
1544,299000,2,2.0,1222
1545,685000,1,1.0,868
1547,510000,2,1.5,970
1548,850000,5,3.0,3003
1549,1350000,2,2.0,1211
1550,1750000,5,3.5,2934
1551,865000,3,2.0,1450
1552,1100000,3,2.0,1184
1553,2378999,4,2.5,2364
1554,1200000,4,4.0,1930
1555,2248000,4,2.5,1955
1556,1138000,3,3.5,1712
1557,1118000,3,1.0,1316
1558,899999,3,1.0,1040
1559,1498000,4,2.0,1236
1560,839000,2,2.5,1473
1561,1600000,4,2.5,1768
1562,669000,3,1.0,1050
1563,880000,3,2.5,1886
1564,1500000,3,2.0,1108
1565,1190000,3,2.0,1128
1566,1299000,4,3.5,2126
1567,589000,1,1.0,831
1568,999000,6,3.0,3862
1569,2300000,6,4.0,3096
1570,595000,3,2.0,1176
1571,490000,1,1.0,667
1572,1999999,4,4.0,3231
1573,615000,1,1.0,687
1574,299000,2,2.0,1222
1575,685000,1,1.0,868
1577,510000,2,1.5,970
1578,850000,5,3.0,3003
1579,1350000,2,2.0,1211
1580,1750000,5,3.5,2934
1581,865000,3,2.0,1450
1582,1100000,3,2.0,1184
1583,2378999,4,2.5,2364
1584,1200000,4,4.0,1930
1585,2248000,4,2.5,1955
1586,1138000,3,3.5,1712
1587,1118000,3,1.0,1316
1588,899999,3,1.0,1040
1589,1498000,4,2.0,1236
1590,839000,2,2.5,1473
1591,1600000,4,2.5,1768
1592,669000,3,1.0,1050
1593,880000,3,2.5,1886
1594,1500000,3,2.0,1108
1595,1190000,3,2.0,1128
1596,1299000,4,3.5,2126
1597,589000,1,1.0,831
1598,999000,6,3.0,3862
1599,2300000,6,4.0,3096
1600,595000,3,2.0,1176
1601,490000,1,1.0,667
1602,1999999,4,4.0,3231
1603,615000,1,1.0,687
1604,299000,2,2.0,1222
1605,685000,1,1.0,868
1607,510000,2,1.5,970
1608,850000,5,3.0,3003
1609,1350000,2,2.0,1211
1610,1750000,5,3.5,2934
1611,865000,3,2.0,1450
1612,1100000,3,2.0,1184
1613,2378999,4,2.5,2364
1614,1200000,4,4.0,1930
1615,2248000,4,2.5,1955
1616,1138000,3,3.5,1712
1617,1118000,3,1.0,1316
1618,899999,3,1.0,1040
1619,1498000,4,2.0,1236
1620,839000,2,2.5,1473
1621,1600000,4,2.5,1768
1622,669000,3,1.0,1050
1623,880000,3,2.5,1886
1624,1500000,3,2.0,1108
1625,1190000,3,2.0,1128
1626,1299000,4,3.5,2126
1627,589000,1,1.0,831
1628,999000,6,3.0,3862
1629,2300000,6,4.0,3096
1630,595000,3,2.0,1176
1631,490000,1,1.0,667
1632,1999999,4,4.0,3231
1633,615000,1,1.0,687
1634,299000,2,2.0,1222
1635,685000,1,1.0,868
1637,510000,2,1.5,970
1638,850000,5,3.0,3003
1639,1350000,2,2.0,1211
1640,1750000,5,3.5,2934
1641,865000,3,2.0,1450
1642,1100000,3,2.0,1184
1643,2378999,4,2.5,2364
1644,1200000,4,4.0,1930
1645,2248000,4,2.5,1955
1646,1138000,3,3.5,1712
1647,1118000,3,1.0,1316
1648,899999,3,1.0,1040
1649,1498000,4,2.0,1236
1650,839000,2,2.5,1473
1651,1600000,4,2.5,1768
1652,669000,3,1.0,1050
1653,880000,3,2.5,1886
1654,1500000,3,2.0,1108
1655,1190000,3,2.0,1128
1656,1299000,4,3.5,2126
1657,589000,1,1.0,831
1658,999000,6,3.0,3862
1659,2300000,6,4.0,3096
1660,595000,3,2.0,1176
1661,490000,1,1.0,667
1662,1999999,4,4.0,3231
1663,615000,1,1.0,687
1664,299000,2,2.0,1222
1665,685000,1,1.0,868
1667,510000,2,1.5,970
1668,850000,5,3.0,3003
1669,1350000,2,2.0,1211
1670,1750000,5,3.5,2934
1671,865000,3,2.0,1450
1672,1100000,3,2.0,1184
1673,2378999,4,2.5,2364
1674,1200000,4,4.0,1930
1675,2248000,4,2.5,1955
1676,1138000,3,3.5,1712
1677,1118000,3,1.0,1316
1678,899999,3,1.0,1040
1679,1498000,4,2.0,1236
1680,839000,2,2.5,1473
1681,1600000,4,2.5,1768
1682,669000,3,1.0,1050
1683,880000,3,2.5,1886
1684,1500000,3,2.0,1108
1685,1190000,3,2.0,1128
1686,1299000,4,3.5,2126
1687,589000,1,1.0,831
1688,999000,6,3.0,3862
1689,2300000,6,4.0,3096
1690,595000,3,2.0,1176
1691,490000,1,1.0,667
1692,1999999,4,4.0,3231
1693,615000,1,1.0,687
1694,299000,2,2.0,1222
1695,685000,1,1.0,868
1697,510000,2,1.5,970
1698,850000,5,3.0,3003
1699,1350000,2,2.0,1211
1700,1750000,5,3.5,2934
1701,865000,3,2.0,1450
1702,1100000,3,2.0,1184
1703,2378999,4,2.5,2364
1704,1200000,4,4.0,1930
1705,2248000,4,2.5,1955
1706,1138000,3,3.5,1712
1707,1118000,3,1.0,1316
1708,899999,3,1.0,1040
1709,1498000,4,2.0,1236
1710,839000,2,2.5,1473
1711,1600000,4,2.5,1768
1712,669000,3,1.0,1050
1713,880000,3,2.5,1886
1714,1500000,3,2.0,1108
1715,1190000,3,2.0,1128
1716,1299000,4,3.5,2126
1717,589000,1,1.0,831
1718,999000,6,3.0,3862
1719,2300000,6,4.0,3096
1720,595000,3,2.0,1176
1721,490000,1,1.0,667
1722,1999999,4,4.0,3231
1723,615000,1,1.0,687
1724,299000,2,2.0,1222
1725,685000,1,1.0,868
1727,510000,2,1.5,970
1728,850000,5,3.0,3003
1729,1350000,2,2.0,1211
1730,1750000,5,3.5,2934
1731,865000,3,2.0,1450
1732,1100000,3,2.0,1184
1733,2378999,4,2.5,2364
1734,1200000,4,4.0,1930
1735,2248000,4,2.5,1955
1736,1138000,3,3.5,1712
1737,1118000,3,1.0,1316
