,price,bedrooms,bathrooms,size
1738,899999,3,1.0,1040
1739,1498000,4,2.0,1236
1740,839000,2,2.5,1473
1741,1600000,4,2.5,1768
1742,669000,3,1.0,1050
1743,880000,3,2.5,1886
1744,1500000,3,2.0,1108
1745,1190000,3,2.0,1128
1746,1299000,4,3.5,2126
1747,589000,1,1.0,831
1748,999000,6,3.0,3862
1749,2300000,6,4.0,3096
1750,595000,3,2.0,1176
1751,490000,1,1.0,667
1752,1999999,4,4.0,3231
1753,615000,1,1.0,687
1754,299000,2,2.0,1222
1755,685000,1,1.0,868
1757,510000,2,1.5,970
1758,850000,5,3.0,3003
1759,1350000,2,2.0,1211
1760,1750000,5,3.5,2934
1761,865000,3,2.0,1450
1762,1100000,3,2.0,1184
1763,2378999,4,2.5,2364
1764,1200000,4,4.0,1930
1765,2248000,4,2.5,1955
1766,1138000,3,3.5,1712
1767,1118000,3,1.0,1316
1768,899999,3,1.0,1040
1769,1498000,4,2.0,1236
1770,839000,2,2.5,1473
1771,1600000,4,2.5,1768
1772,669000,3,1.0,1050
1773,880000,3,2.5,1886
1774,1500000,3,2.0,1108
1775,1190000,3,2.0,1128
1776,1299000,4,3.5,2126
1777,589000,1,1.0,831
1778,999000,6,3.0,3862
1779,2300000,6,4.0,3096
1780,595000,3,2.0,1176
1781,490000,1,1.0,667
1782,1999999,4,4.0,3231
1783,615000,1,1.0,687
1784,299000,2,2.0,1222
1785,685000,1,1.0,868
1787,510000,2,1.5,970
1788,850000,5,3.0,3003
1789,1350000,2,2.0,1211
1790,1750000,5,3.5,2934
1791,865000,3,2.0,1450
1792,1100000,3,2.0,1184
1793,2378999,4,2.5,2364
1794,1200000,4,4.0,1930
1795,2248000,4,2.5,1955
1796,1138000,3,3.5,1712
1797,1118000,3,1.0,1316
1798,899999,3,1.0,1040
1799,1498000,4,2.0,1236
1800,839000,2,2.5,1473
1801,1600000,4,2.5,1768
1802,669000,3,1.0,1050
1803,880000,3,2.5,1886
1804,1500000,3,2.0,1108
1805,1190000,3,2.0,1128
1806,1299000,4,3.5,2126
1807,589000,1,1.0,831
1808,999000,6,3.0,3862
1809,2300000,6,4.0,3096
1810,595000,3,2.0,1176
1811,490000,1,1.0,667
1812,1999999,4,4.0,3231
1813,615000,1,1.0,687
1814,299000,2,2.0,1222
1815,685000,1,1.0,868
1817,510000,2,1.5,970
1818,850000,5,3.0,3003
1819,1350000,2,2.0,1211
1820,1750000,5,3.5,2934
1821,865000,3,2.0,1450
1822,1100000,3,2.0,1184
1823,2378999,4,2.5,2364
1824,1200000,4,4.0,1930
1825,2248000,4,2.5,1955
1826,1138000,3,3.5,1712
1827,1118000,3,1.0,1316
1828,899999,3,1.0,1040
1829,1498000,4,2.0,1236
1830,839000,2,2.5,1473
1831,1600000,4,2.5,1768
1832,669000,3,1.0,1050
1833,880000,3,2.5,1886
1834,1500000,3,2.0,1108
1835,1190000,3,2.0,1128
1836,1299000,4,3.5,2126
1837,589000,1,1.0,831
1838,999000,6,3.0,3862
1839,2300000,6,4.0,3096
1840,595000,3,2.0,1176
1841,490000,1,1.0,667
1842,1999999,4,4.0,3231
1843,615000,1,1.0,687
1844,299000,2,2.0,1222
1845,685000,1,1.0,868
1847,510000,2,1.5,970
1848,850000,5,3.0,3003
1849,1350000,2,2.0,1211
1850,1750000,5,3.5,2934
1851,865000,3,2.0,1450
1852,1100000,3,2.0,1184
1853,2378999,4,2.5,2364
1854,1200000,4,4.0,1930
1855,2248000,4,2.5,1955
1856,1138000,3,3.5,1712
1857,1118000,3,1.0,1316
1858,899999,3,1.0,1040
1859,1498000,4,2.0,1236
1860,839000,2,2.5,1473
1861,1600000,4,2.5,1768
1862,669000,3,1.0,1050
1863,880000,3,2.5,1886
1864,1500000,3,2.0,1108
1865,1190000,3,2.0,1128
1866,1299000,4,3.5,2126
1867,589000,1,1.0,831
1868,999000,6,3.0,3862
1869,2300000,6,4.0,3096
1870,595000,3,2.0,1176
1871,490000,1,1.0,667
1872,1999999,4,4.0,3231
1873,615000,1,1.0,687
1874,299000,2,2.0,1222
1875,685000,1,1.0,868
1877,510000,2,1.5,970
1878,850000,5,3.0,3003
1879,1350000,2,2.0,1211
1880,1750000,5,3.5,2934
1881,865000,3,2.0,1450
1882,1100000,3,2.0,1184
1883,2378999,4,2.5,2364
1884,1200000,4,4.0,1930
1885,2248000,4,2.5,1955
1886,1138000,3,3.5,1712
1887,1118000,3,1.0,1316
1888,899999,3,1.0,1040
1889,1498000,4,2.0,1236
1890,839000,2,2.5,1473
1891,1600000,4,2.5,1768
1892,669000,3,1.0,1050
1893,880000,3,2.5,1886
1894,1500000,3,2.0,1108
1895,1190000,3,2.0,1128
1896,1299000,4,3.5,2126
1897,589000,1,1.0,831
1898,999000,6,3.0,3862
1899,2300000,6,4.0,3096
1900,595000,3,2.0,1176
1901,490000,1,1.0,667
1902,1999999,4,4.0,3231
1903,615000,1,1.0,687
1904,299000,2,2.0,1222
1905,685000,1,1.0,868
1907,510000,2,1.5,970
1908,850000,5,3.0,3003
1909,1350000,2,2.0,1211
1910,1750000,5,3.5,2934
1911,865000,3,2.0,1450
1912,1100000,3,2.0,1184
1913,2378999,4,2.5,2364
1914,1200000,4,4.0,1930
1915,2248000,4,2.5,1955
1916,1138000,3,3.5,1712
1917,1118000,3,1.0,1316
1918,899999,3,1.0,1040
1919,1498000,4,2.0,1236
1920,839000,2,2.5,1473
1921,1600000,4,2.5,1768
1922,669000,3,1.0,1050
1923,880000,3,2.5,1886
1924,1500000,3,2.0,1108
1925,1190000,3,2.0,1128
1926,1299000,4,3.5,2126
1927,589000,1,1.0,831
1928,999000,6,3.0,3862
1929,2300000,6,4.0,3096
1930,595000,3,2.0,1176
1931,490000,1,1.0,667
1932,1999999,4,4.0,3231
1933,615000,1,1.0,687
1934,299000,2,2.0,1222
1935,685000,1,1.0,868
1937,510000,2,1.5,970
1938,850000,5,3.0,3003
1939,1350000,2,2.0,1211
1940,1750000,5,3.5,2934
1941,865000,3,2.0,1450
1942,1100000,3,2.0,1184
1943,2378999,4,2.5,2364
1944,1200000,4,4.0,1930
1945,2248000,4,2.5,1955
1946,1138000,3,3.5,1712
1947,1118000,3,1.0,1316
1948,899999,3,1.0,1040
1949,1498000,4,2.0,1236
1950,839000,2,2.5,1473
1951,1600000,4,2.5,1768
1952,669000,3,1.0,1050
1953,880000,3,2.5,1886
1954,1500000,3,2.0,1108
1955,1190000,3,2.0,1128
1956,1299000,4,3.5,2126
1957,589000,1,1.0,831
1958,999000,6,3.0,3862
1959,2300000,6,4.0,3096
1960,595000,3,2.0,1176
1961,490000,1,1.0,667
1962,1999999,4,4.0,3231
1963,615000,1,1.0,687
1964,299000,2,2.0,1222
1965,685000,1,1.0,868
1967,510000,2,1.5,970
1968,850000,5,3.0,3003
1969,1350000,2,2.0,1211
1970,1750000,5,3.5,2934
1971,865000,3,2.0,1450
1972,1100000,3,2.0,1184
1973,2378999,4,2.5,2364
1974,1200000,4,4.0,1930
1975,2248000,4,2.5,1955
1976,1138000,3,3.5,1712
1977,1118000,3,1.0,1316
1978,899999,3,1.0,1040
1979,1498000,4,2.0,1236
1980,839000,2,2.5,1473
1981,1600000,4,2.5,1768
1982,669000,3,1.0,1050
1983,880000,3,2.5,1886
1984,1500000,3,2.0,1108
1985,1190000,3,2.0,1128
1986,1299000,4,3.5,2126
1987,589000,1,1.0,831
1988,999000,6,3.0,3862
1989,2300000,6,4.0,3096
1990,595000,3,2.0,1176
1991,490000,1,1.0,667
1992,1999999,4,4.0,3231
1993,615000,1,1.0,687
1994,299000,2,2.0,1222
1995,685000,1,1.0,868
1997,510000,2,1.5,970
1998,850000,5,3.0,3003
1999,1350000,2,2.0,1211
2000,1750000,5,3.5,2934
2001,865000,3,2.0,1450
2002,1100000,3,2.0,1184
2003,2378999,4,2.5,2364
2004,1200000,4,4.0,1930
2005,2248000,4,2.5,1955
2006,1138000,3,3.5,1712
2007,1118000,3,1.0,1316
2008,899999,3,1.0,1040
2009,1498000,4,2.0,1236
2010,839000,2,2.5,1473
2011,1600000,4,2.5,1768
2012,669000,3,1.0,1050
2013,880000,3,2.5,1886
2014,1500000,3,2.0,1108
2015,1190000,3,2.0,1128
2016,1299000,4,3.5,2126
2017,589000,1,1.0,831
2018,999000,6,3.0,3862
2019,2300000,6,4.0,3096
2020,595000,3,2.0,1176
2021,490000,1,1.0,667
2022,1999999,4,4.0,3231
2023,615000,1,1.0,687
2024,299000,2,2.0,1222
2025,685000,1,1.0,868
2027,510000,2,1.5,970
2028,850000,5,3.0,3003
2029,1350000,2,2.0,1211
2030,1750000,5,3.5,2934
2031,865000,3,2.0,1450
2032,1100000,3,2.0,1184
2033,2378999,4,2.5,2364
2034,1200000,4,4.0,1930
2035,2248000,4,2.5,1955
2036,1138000,3,3.5,1712
2037,1118000,3,1.0,1316
2038,899999,3,1.0,1040
2039,1498000,4,2.0,1236
2040,839000,2,2.5,1473
2041,1600000,4,2.5,1768
2042,669000,3,1.0,1050
2043,880000,3,2.5,1886
2044,1500000,3,2.0,1108
2045,1190000,3,2.0,1128
2046,1299000,4,3.5,2126
2047,589000,1,1.0,831
2048,999000,6,3.0,3862
2049,2300000,6,4.0,3096
2050,595000,3,2.0,1176
2051,490000,1,1.0,667
2052,1999999,4,4.0,3231
2053,615000,1,1.0,687
2054,299000,2,2.0,1222
2055,685000,1,1.0,868
2057,510000,2,1.5,970
2058,850000,5,3.0,3003
2059,1350000,2,2.0,1211
2060,1750000,5,3.5,2934
2061,865000,3,2.0,1450
2062,1100000,3,2.0,1184
2063,2378999,4,2.5,2364
2064,1200000,4,4.0,1930
2065,2248000,4,2.5,1955
2066,1138000,3,3.5,1712
2067,1118000,3,1.0,1316
2068,899999,3,1.0,1040
2069,1498000,4,2.0,1236
2070,839000,2,2.5,1473
2071,1600000,4,2.5,1768
2072,669000,3,1.0,1050
2073,880000,3,2.5,1886
2074,1500000,3,2.0,1108
2075,1190000,3,2.0,1128
2076,1299000,4,3.5,2126
2077,589000,1,1.0,831
2078,999000,6,3.0,3862
2079,2300000,6,4.0,3096
2080,595000,3,2.0,1176
2081,490000,1,1.0,667
2082,1999999,4,4.0,3231
2083,615000,1,1.0,687
2084,299000,2,2.0,1222
2085,685000,1,1.0,868
2087,510000,2,1.5,970
2088,850000,5,3.0,3003
2089,1350000,2,2.0,1211
2090,1750000,5,3.5,2934
2091,865000,3,2.0,1450
2092,1100000,3,2.0,1184
2093,2378999,4,2.5,2364
2094,1200000,4,4.0,1930
2095,2248000,4,2.5,1955
2096,1138000,3,3.5,1712
2097,1118000,3,1.0,1316
2098,899999,3,1.0,1040
2099,1498000,4,2.0,1236
2100,839000,2,2.5,1473
2101,1600000,4,2.5,1768
2102,669000,3,1.0,1050
2103,880000,3,2.5,1886
2104,1500000,3,2.0,1108
2105,1190000,3,2.0,1128
2106,1299000,4,3.5,2126
2107,589000,1,1.0,831
2108,999000,6,3.0,3862
2109,2300000,6,4.0,3096
2110,595000,3,2.0,1176
2111,490000,1,1.0,667
2112,1999999,4,4.0,3231
2113,615000,1,1.0,687
2114,299000,2,2.0,1222
2115,685000,1,1.0,868
2117,510000,2,1.5,970
2118,850000,5,3.0,3003
2119,1350000,2,2.0,1211
2120,1750000,5,3.5,2934
2121,865000,3,2.0,1450
2122,1100000,3,2.0,1184
2123,2378999,4,2.5,2364
2124,1200000,4,4.0,1930
2125,2248000,4,2.5,1955
2126,1138000,3,3.5,1712
2127,1118000,3,1.0,1316
2128,899999,3,1.0,1040
2129,1498000,4,2.0,1236
2130,839000,2,2.5,1473
2131,1600000,4,2.5,1768
2132,669000,3,1.0,1050
2133,880000,3,2.5,1886
2134,1500000,3,2.0,1108
2135,1190000,3,2.0,1128
2136,1299000,4,3.5,2126
2137,589000,1,1.0,831
2138,999000,6,3.0,3862
2139,2300000,6,4.0,3096
2140,595000,3,2.0,1176
2141,490000,1,1.0,667
2142,1999999,4,4.0,3231
2143,615000,1,1.0,687
2144,299000,2,2.0,1222
2145,685000,1,1.0,868
2147,510000,2,1.5,970
2148,850000,5,3.0,3003
2149,1350000,2,2.0,1211
2150,1750000,5,3.5,2934
2151,865000,3,2.0,1450
2152,1100000,3,2.0,1184
2153,2378999,4,2.5,2364
2154,1200000,4,4.0,1930
2155,2248000,4,2.5,1955
2156,1138000,3,3.5,1712
2157,1118000,3,1.0,1316
2158,899999,3,1.0,1040
2159,1498000,4,2.0,1236
2160,839000,2,2.5,1473
2161,1600000,4,2.5,1768
2162,669000,3,1.0,1050
2163,880000,3,2.5,1886
2164,1500000,3,2.0,1108
2165,1190000,3,2.0,1128
2166,1299000,4,3.5,2126
2167,589000,1,1.0,831
2168,999000,6,3.0,3862
2169,2300000,6,4.0,3096
2170,595000,3,2.0,1176
2171,490000,1,1.0,667
2172,1999999,4,4.0,3231
2173,615000,1,1.0,687
2174,299000,2,2.0,1222
2175,685000,1,1.0,868
2177,510000,2,1.5,970
2178,850000,5,3.0,3003
2179,1350000,2,2.0,1211
2180,1750000,5,3.5,2934
2181,865000,3,2.0,1450
2182,1100000,3,2.0,1184
2183,2378999,4,2.5,2364
2184,1200000,4,4.0,1930
2185,2248000,4,2.5,1955
2186,1138000,3,3.5,1712
2187,1118000,3,1.0,1316
2188,899999,3,1.0,1040
2189,1498000,4,2.0,1236
2190,839000,2,2.5,1473
2191,1600000,4,2.5,1768
2192,669000,3,1.0,1050
2193,880000,3,2.5,1886
2194,1500000,3,2.0,1108
2195,1190000,3,2.0,1128
2196,1299000,4,3.5,2126
2197,589000,1,1.0,831
2198,999000,6,3.0,3862
2199,2300000,6,4.0,3096
2200,595000,3,2.0,1176
2201,490000,1,1.0,667
2202,1999999,4,4.0,3231
2203,615000,1,1.0,687
2204,299000,2,2.0,1222
2205,685000,1,1.0,868
2207,510000,2,1.5,970
2208,850000,5,3.0,3003
2209,1350000,2,2.0,1211
2210,1750000,5,3.5,2934
2211,865000,3,2.0,1450
2212,1100000,3,2.0,1184
2213,2378999,4,2.5,2364
2214,1200000,4,4.0,1930
2215,2248000,4,2.5,1955
2216,1138000,3,3.5,1712
2217,1118000,3,1.0,1316
2218,899999,3,1.0,1040
2219,1498000,4,2.0,1236
2220,839000,2,2.5,1473
2221,1600000,4,2.5,1768
2222,669000,3,1.0,1050
2223,880000,3,2.5,1886
2224,1500000,3,2.0,1108
2225,1190000,3,2.0,1128
2226,1299000,4,3.5,2126
2227,589000,1,1.0,831
2228,999000,6,3.0,3862
2229,2300000,6,4.0,3096
2230,595000,3,2.0,1176
2231,490000,1,1.0,667
2232,1999999,4,4.0,3231
2233,615000,1,1.0,687
2234,299000,2,2.0,1222
2235,685000,1,1.0,868
2237,510000,2,1.5,970
2238,850000,5,3.0,3003
2239,1350000,2,2.0,1211
2240,1750000,5,3.5,2934
2241,865000,3,2.0,1450
2242,1100000,3,2.0,1184
2243,2378999,4,2.5,2364
2244,1200000,4,4.0,1930
2245,2248000,4,2.5,1955
2246,1138000,3,3.5,1712
2247,1118000,3,1.0,1316
2248,899999,3,1.0,1040
2249,1498000,4,2.0,1236
2250,839000,2,2.5,1473
2251,1600000,4,2.5,1768
2252,669000,3,1.0,1050
2253,880000,3,2.5,1886
2254,1500000,3,2.0,1108
2255,1190000,3,2.0,1128
2256,1299000,4,3.5,2126
2257,589000,1,1.0,831
2258,999000,6,3.0,3862
2259,2300000,6,4.0,3096
2260,595000,3,2.0,1176
2261,490000,1,1.0,667
2262,1999999,4,4.0,3231
2263,615000,1,1.0,687
2264,299000,2,2.0,1222
2265,685000,1,1.0,868
2267,510000,2,1.5,970
2268,850000,5,3.0,3003
2269,1350000,2,2.0,1211
2270,1750000,5,3.5,2934
2271,865000,3,2.0,1450
2272,1100000,3,2.0,1184
2273,2378999,4,2.5,2364
2274,1200000,4,4.0,1930
2275,2248000,4,2.5,1955
2276,1138000,3,3.5,1712
2277,1118000,3,1.0,1316
2278,899999,3,1.0,1040
2279,1498000,4,2.0,1236
2280,839000,2,2.5,1473
2281,1600000,4,2.5,1768
2282,669000,3,1.0,1050
2283,880000,3,2.5,1886
2284,1500000,3,2.0,1108
2285,1190000,3,2.0,1128
2286,1299000,4,3.5,2126
2287,589000,1,1.0,831
2288,999000,6,3.0,3862
2289,2300000,6,4.0,3096
2290,595000,3,2.0,1176
2291,490000,1,1.0,667
2292,1999999,4,4.0,3231
2293,615000,1,1.0,687
2294,299000,2,2.0,1222
2295,685000,1,1.0,868
2297,510000,2,1.5,970
2298,850000,5,3.0,3003
2299,1350000,2,2.0,1211
2300,1750000,5,3.5,2934
2301,865000,3,2.0,1450
2302,1100000,3,2.0,1184
2303,2378999,4,2.5,2364
2304,1200000,4,4.0,1930
2305,2248000,4,2.5,1955
2306,1138000,3,3.5,1712
2307,1118000,3,1.0,1316
2308,899999,3,1.0,1040
2309,1498000,4,2.0,1236
2310,839000,2,2.5,1473
2311,1600000,4,2.5,1768
2312,669000,3,1.0,1050
2313,880000,3,2.5,1886
2314,1500000,3,2.0,1108
2315,1190000,3,2.0,1128
2316,1299000,4,3.5,2126
2317,589000,1,1.0,831
2318,999000,6,3.0,3862
2319,2300000,6,4.0,3096
2320,595000,3,2.0,1176
2321,490000,1,1.0,667
2322,1999999,4,4.0,3231
2323,615000,1,1.0,687
2324,299000,2,2.0,1222
2325,685000,1,1.0,868
2327,510000,2,1.5,970
2328,850000,5,3.0,3003
2329,1350000,2,2.0,1211
2330,1750000,5,3.5,2934
2331,865000,3,2.0,1450
2332,1100000,3,2.0,1184
2333,2378999,4,2.5,2364
2334,1200000,4,4.0,1930
2335,2248000,4,2.5,1955
2336,1138000,3,3.5,1712
2337,1118000,3,1.0,1316
2338,899999,3,1.0,1040
2339,1498000,4,2.0,1236
2340,839000,2,2.5,1473
2341,1600000,4,2.5,1768
2342,669000,3,1.0,1050
2343,880000,3,2.5,1886
2344,1500000,3,2.0,1108
2345,1190000,3,2.0,1128
2346,1299000,4,3.5,2126
2347,589000,1,1.0,831
2348,999000,6,3.0,3862
2349,2300000,6,4.0,3096
2350,595000,3,2.0,1176
2351,490000,1,1.0,667
2352,1999999,4,4.0,3231
2353,615000,1,1.0,687
2354,299000,2,2.0,1222
2355,685000,1,1.0,868
2357,510000,2,1.5,970
2358,850000,5,3.0,3003
2359,1350000,2,2.0,1211
2360,1750000,5,3.5,2934
2361,865000,3,2.0,1450
2362,1100000,3,2.0,1184
2363,2378999,4,2.5,2364
2364,1200000,4,4.0,1930
2365,2248000,4,2.5,1955
2366,1138000,3,3.5,1712
2367,1118000,3,1.0,1316
2368,899999,3,1.0,1040
2369,1498000,4,2.0,1236
2370,839000,2,2.5,1473
2371,1600000,4,2.5,1768
2372,669000,3,1.0,1050
2373,880000,3,2.5,1886
2374,1500000,3,2.0,1108
2375,1190000,3,2.0,1128
2376,1299000,4,3.5,2126
2377,589000,1,1.0,831
2378,999000,6,3.0,3862
2379,2300000,6,4.0,3096
2380,595000,3,2.0,1176
2381,490000,1,1.0,667
2382,1999999,4,4.0,3231
2383,615000,1,1.0,687
2384,299000,2,2.0,1222
2385,685000,1,1.0,868
2387,510000,2,1.5,970
2388,850000,5,3.0,3003
2389,1350000,2,2.0,1211
2390,1750000,5,3.5,2934
2391,865000,3,2.0,1450
2392,1100000,3,2.0,1184
2393,2378999,4,2.5,2364
2394,1200000,4,4.0,1930
2395,2248000,4,2.5,1955
2396,1138000,3,3.5,1712
2397,1118000,3,1.0,1316
2398,899999,3,1.0,1040
2399,1498000,4,2.0,1236
2400,839000,2,2.5,1473
2401,1600000,4,2.5,1768
2402,669000,3,1.0,1050
2403,880000,3,2.5,1886
2404,1500000,3,2.0,1108
2405,1190000,3,2.0,1128
2406,1299000,4,3.5,2126
2407,589000,1,1.0,831
2408,999000,6,3.0,3862
2409,2300000,6,4.0,3096
2410,595000,3,2.0,1176
2411,490000,1,1.0,667
2412,1999999,4,4.0,3231
2413,615000,1,1.0,687
2414,299000,2,2.0,1222
2415,685000,1,1.0,868
2417,510000,2,1.5,970
2418,850000,5,3.0,3003
2419,1350000,2,2.0,1211
2420,1750000,5,3.5,2934
2421,865000,3,2.0,1450
2422,1100000,3,2.0,1184
2423,2378999,4,2.5,2364
2424,1200000,4,4.0,1930
2425,2248000,4,2.5,1955
2426,1138000,3,3.5,1712
2427,1118000,3,1.0,1316
2428,899999,3,1.0,1040
2429,1498000,4,2.0,1236
2430,839000,2,2.5,1473
2431,1600000,4,2.5,1768
2432,669000,3,1.0,1050
2433,880000,3,2.5,1886
2434,1500000,3,2.0,1108
2435,1190000,3,2.0,1128
2436,1299000,4,3.5,2126
2437,589000,1,1.0,831
2438,999000,6,3.0,3862
2439,2300000,6,4.0,3096
2440,595000,3,2.0,1176
2441,490000,1,1.0,667
2442,1999999,4,4.0,3231
2443,615000,1,1.0,687
2444,299000,2,2.0,1222
2445,685000,1,1.0,868
2447,510000,2,1.5,970
2448,850000,5,3.0,3003
2449,1350000,2,2.0,1211
2450,1750000,5,3.5,2934
2451,865000,3,2.0,1450
2452,1100000,3,2.0,1184
2453,2378999,4,2.5,2364
2454,1200000,4,4.0,1930
2455,2248000,4,2.5,1955
2456,1138000,3,3.5,1712
2457,1118000,3,1.0,1316
2458,899999,3,1.0,1040
2459,1498000,4,2.0,1236
2460,839000,2,2.5,1473
2461,1600000,4,2.5,1768
2462,669000,3,1.0,1050
2463,880000,3,2.5,1886
2464,1500000,3,2.0,1108
2465,1190000,3,2.0,1128
2466,1299000,4,3.5,2126
2467,589000,1,1.0,831
2468,999000,6,3.0,3862
2469,2300000,6,4.0,3096
2470,595000,3,2.0,1176
2471,490000,1,1.0,667
2472,1999999,4,4.0,3231
2473,615000,1,1.0,687
2474,299000,2,2.0,1222
2475,685000,1,1.0,868
2477,510000,2,1.5,970
2478,850000,5,3.0,3003
2479,1350000,2,2.0,1211
2480,1750000,5,3.5,2934
2481,865000,3,2.0,1450
2482,1100000,3,2.0,1184
2483,2378999,4,2.5,2364
2484,1200000,4,4.0,1930
2485,2248000,4,2.5,1955
2486,1138000,3,3.5,1712
2487,1118000,3,1.0,1316
2488,899999,3,1.0,1040
2489,1498000,4,2.0,1236
2490,839000,2,2.5,1473
2491,1600000,4,2.5,1768
2492,669000,3,1.0,1050
2493,880000,3,2.5,1886
2494,1500000,3,2.0,1108
2495,1190000,3,2.0,1128
2496,1299000,4,3.5,2126
2497,589000,1,1.0,831
2498,999000,6,3.0,3862
2499,2300000,6,4.0,3096
2500,595000,3,2.0,1176
2501,490000,1,1.0,667
2502,1999999,4,4.0,3231
2503,615000,1,1.0,687
2504,299000,2,2.0,1222
2505,685000,1,1.0,868
2507,510000,2,1.5,970
2508,850000,5,3.0,3003
2509,1350000,2,2.0,1211
2510,1750000,5,3.5,2934
2511,865000,3,2.0,1450
2512,1100000,3,2.0,1184
2513,2378999,4,2.5,2364
2514,1200000,4,4.0,1930
2515,2248000,4,2.5,1955
2516,1138000,3,3.5,1712
2517,1118000,3,1.0,1316
2518,899999,3,1.0,1040
2519,1498000,4,2.0,1236
2520,839000,2,2.5,1473
2521,1600000,4,2.5,1768
2522,669000,3,1.0,1050
2523,880000,3,2.5,1886
2524,1500000,3,2.0,1108
2525,1190000,3,2.0,1128
2526,1299000,4,3.5,2126
2527,589000,1,1.0,831
2528,999000,6,3.0,3862
2529,2300000,6,4.0,3096
2530,595000,3,2.0,1176
2531,490000,1,1.0,667
2532,1999999,4,4.0,3231
2533,615000,1,1.0,687
2534,299000,2,2.0,1222
2535,685000,1,1.0,868
2537,510000,2,1.5,970
2538,850000,5,3.0,3003
2539,1350000,2,2.0,1211
2540,1750000,5,3.5,2934
2541,865000,3,2.0,1450
2542,1100000,3,2.0,1184
2543,2378999,4,2.5,2364
2544,1200000,4,4.0,1930
2545,2248000,4,2.5,1955
2546,1138000,3,3.5,1712
2547,1118000,3,1.0,1316
2548,899999,3,1.0,1040
2549,1498000,4,2.0,1236
2550,839000,2,2.5,1473
2551,1600000,4,2.5,1768
2552,669000,3,1.0,1050
2553,880000,3,2.5,1886
2554,1500000,3,2.0,1108
2555,1190000,3,2.0,1128
2556,1299000,4,3.5,2126
2557,589000,1,1.0,831
2558,999000,6,3.0,3862
2559,2300000,6,4.0,3096
2560,595000,3,2.0,1176
2561,490000,1,1.0,667
2562,1999999,4,4.0,3231
2563,615000,1,1.0,687
2564,299000,2,2.0,1222
2565,685000,1,1.0,868
2567,510000,2,1.5,970
2568,850000,5,3.0,3003
2569,1350000,2,2.0,1211
2570,1750000,5,3.5,2934
2571,865000,3,2.0,1450
2572,1100000,3,2.0,1184
2573,2378999,4,2.5,2364
2574,1200000,4,4.0,1930
2575,2248000,4,2.5,1955
2576,1138000,3,3.5,1712
2577,1118000,3,1.0,1316
2578,899999,3,1.0,1040
2579,1498000,4,2.0,1236
2580,839000,2,2.5,1473
2581,1600000,4,2.5,1768
2582,669000,3,1.0,1050
2583,880000,3,2.5,1886
2584,1500000,3,2.0,1108
2585,1190000,3,2.0,1128
2586,1299000,4,3.5,2126
2587,589000,1,1.0,831
